category,title,summary,contents
인물,심능건,"조선후기 사은정사, 종척집사, 동지정사 등을 역임한 관리.","본관은 청송. 영조의 딸 화령옹주의 남편이며, 아버지는 증 영의정 심정지이다. 청성위에 봉하여졌다. 1801년(순조 1) 사은정사로 청나라에 다녀왔으며, 1805년 종척집사가 되었다. 1806년과 1808년에 동지정사가 되어 청나라에 다녀왔다."
인물,심능악,"조선 후기에, 의주부윤, 황해도관찰사, 이조판서 등을 역임한 문신.","본관은 청송. 서울 출신. 자는 유한. 좌참찬 심택현의 증손으로, 할아버지는 심구이고, 아버지는 판서 심풍지이다. 어머니는 유언수의 딸이다. 1814년(순조 14) 전직 판관으로서 정시문과에 병과로 급제하였다. 1817년 지평을 거쳐, 1818년 홍문관수찬, 이듬해 의주부윤, 1823년 대사성, 1824년 대사간·함경도관찰사를 거쳐, 1825년 이조참판을 역임하였다. 그 뒤 1826년에는 황해도관찰사가 되었고, 1830년 예방승지를 거쳐 다시 이조참판이 되었으며, 1831년 이조판서에 이르렀다. 1832년 비변사제조를 겸임한 바 있고, 다시 평안도관찰사로 부임하였으며, 1834년 예조판서가 되었다. 이어서 병조판서·우빈객 등을 차례로 거쳤으며, 1836년(헌종 2) 좌참찬, 1838년 이조판서를 역임하였다. 그 뒤에 기로소에 들어갔다."
인물,심단,"조선 후기에, 이조판서, 판의금부사, 도총관 등을 역임한 문신.","본관은 청송. 자는 덕여, 호는 약현·추우당. 청성백 심덕부의 후손이고, 심우준의 증손이다. 할아버지는 심서이고, 아버지는 평시령 심광면이다. 어머니는 해평 윤씨로, 예조참의 윤선도의 딸이다. 3세 때 아버지를 여의고 외조부인 윤선도 밑에서 교육을 받고 자라면서 두각을 나타내기 시작하였다. 1662년(현종 3) 진사가 되고, 1673년 정시문과에 병과로 급제하였다. 1675년(숙종 1)에 승정원주서·전적을 거쳐, 1677년 홍문관수찬이 되고 이조좌랑·숙녕현감·교리·이조정랑·검상·사인·응교를 역임하였다. 그러나 1680년 남인세력이 서인세력에 의하여 쫓겨나는 경신대출척으로 양덕에 유배되어 10년 간 지내다가, 1689년 남인이 득세하는 기사환국으로 다시 풀려나 교리·부응교·수원부사 등을 역임하였다. 유배 생활의 경험을 백성편에서 상소하여 왕의 인정을 받았다. 당시 인현왕후 민비가 쫓겨나자, 박태보 등이 이를 반대하다가 참살을 당하였다. 심단은 비록 반대파이지만, 박태보의 충성을 칭찬하기도 하였다. 그 뒤 이조참의·병조참판·도승지·대사간을 거쳤다. 대사헌이 되어서는 장성현의 민전이 궁방전으로 빼앗기자 이를 상소하여 민전으로 환급시켰다. 또, 평안도관찰사로 나가서는 백성들에게 선정을 베풀어 인심을 얻었으며, 이어 대사간과 경기도관찰사를 지냈다. 1694년 민비 복위와 동시에 갑술옥사를 통하여 남인세력이 모두 축출당할 때 파직당하고 이듬해 어머니상을 당하였다. 1699년 삼척부사를 잠깐 지냈으나 1701년 민비가 원인을 알 수 없는 병으로 죽고 그나마 명맥이 남아 있던 남인세력이 완전히 제거당하자, 같은 남인이던 민언량의 무고를 입어 해남현에 유배되었다. 1703년 영해에 옮겼다가 1711년에 풀려났다. 그 뒤 1713년 동지중추부사에 제수되고, 1720년 지중추부사가 되어 기로소에 들어갔다. 1721년(경종 1)에 이조판서·예조판서 등을 역임하면서 경종과 세제인 영조에게 우애하기를 항상 권장하였다. 그리고 당시 소론의 강경파 김일경이 중심이 되어 환관 박상검을 매수, 왕세제를 해치려 했던 사건을 크게 비난하였다. 이어 대사헌·판의금부사를 거쳐 한성판윤과 세제우빈객을 겸하면서 왕세제를 보도하였다. 이 후 우참찬·형조판서·예조판서를 역임하였다. 영조 즉위 후에는 판의금부사·판중추부사·도총관 등을 역임하였다. 그러나 1728년(영조 4) 재집권한 노론의 탄핵으로 삭주에 유배되었다. 1729년 영조의 탕평책으로 풀려나 공조·형조의 판서에 제수되었으나 모두 사양하였다. 그 해에 이인좌의 난이 일어나자 급히 궁궐로 달려가 안민하고 학리를 제거할 것, 제도의 사조를 조사하여 군액에 충당할 것, 주전을 하지 말 것, 제궁가와 각 관아가 침탈하는 법을 벗어난 사사로운 조세를 혁파할 것 등의 시무책를 올렸다. 1730년 봉조하가 되었다. 정조의 말에 따르면 “영조는 그가 충신이라고 항상 칭찬하였다.”고 한다. 그러나 심단이 태어난 시대가 당쟁이 심하던 때이고 남인이던 외조부의 영향을 직접 받아, 관직 생활 57여 년 동안 파란을 많이 겪었다."
인물,심달원,"조선 전기에, 부수찬, 이조좌랑, 승문원판교 등을 역임한 문신.","본관은 청송. 자는 자용. 영의정 심회의 증손으로, 할아버지는 심원이고, 아버지는 연산군 때 갑자사화에 화를 입은 심순문이며, 어머니는 이의구의 딸이다. 영의정 심연원의 동생이고, 금천현감을 지낸 심형에게 입양되었다. 좌의정 심통원의 형이며 인조 때 영의정을 지낸 심기원의 4대조이다. 1517년(중종 12) 별시문과에 을과로 급제하여 홍문관정자에 제수되었고, 이어서 부수찬에 올랐다. 1519년 부수찬이 되었으나, 기묘사화가 일어나자 반대파의 탄핵을 받아 외방으로 귀양 갔다. 1522년 죄가 사면되어 성균관직강에 임명되었으나 대간들의 탄핵으로 곧 체직되었다. 그 뒤 1530년 오위의 호군이 되었으나, 뇌물수수 혐의로 탄핵되어 파직되었다. 그러나 한어, 이문에 통달하였으므로 해당 관청에서 강력히 추천하여 1533년 승문원판교에 임명되었다. 외교문서 작성에 많은 공로를 세웠고, 이문교육에 이바지하여 중종의 신임을 받았다. 벼슬은 통례원좌통례에 이르렀다."
문헌,심대 호성공신교서,1607년 문신 심대를 호성공신 2등에 책록한 교서. 공신교서.,"1993년 보물로 지정되었다. 1축. 필사본. 세로 48.5㎝, 가로 261㎝. 1607년 10월 청원군 심대에게 호종공신 2등으로 책훈 발급된 교서이다. 권자본인 이 교서는 저지 바탕에 생견으로 배접되었으며 한쪽 끝에 목제축이 달려 있어 보관하기에 편리하도록 되어 있다. 네 변 네 모퉁이에 주선을 두르고 그 안에 3.4㎝의 일정한 간격으로 상하로 주선을 긋고 이 선 안에 묵서로 내용을 기재하고 있다. 말미에 ‘(시명지보)’라는 새보가 찍혀 있다. 이 교서에는 총 85인의 호성공신이 기재되어 있는데 호성공신 1등에는 이항복·정곤수 2인이 책훈되고, 2등에 후·부·이원익·심대 등 30인, 3등에는 정탁·이헌국 등 53인이 녹훈되었다. 심대에게 수여된 포상으로는, 도형을 그려 후세에 길이 남기고, 관작은 2계급을 관례를 뛰어넘어 올려주고 부모 처자에게도 2계급 승급하며, 자식이 없을 때는 생질이나 사위에게 1계급 올려주었다. 그리고 적장자에게는 세습, 논이 있게되며, 노비 9구, 전 80결, 은자 7냥, 표리 1단, 내구마 1필을 수령토록 교시되어 있다. 경기도 용인시 남사면 왕장리의 심효길이 소장하고 있다."
유적,심대 장군 묘,경기도 용인시 처인구 남사면에 있는 조선전기 문신 심대의 무덤.,"조선 선조 때의 문신 심대 장군의 무덤으로, 경기도 용인시 처인구 남사면 중등마을 저수지 위쪽 산기슭에 있다. 봉분 앞에 작은 비와 상석이 있고, 문인석과 망주석이 한 쌍씩 있다. 1972년 5월 4일에 경기도 기념물로 지정되었다. 심대는 조선 중기 문신으로 자는 공망, 호는 서돈이다. 세종의 장인인 심온의 5대손이다. 임진왜란 때 권징의 후임으로 경기도 관찰사가 되어 경기도 일대의 왜군을 격퇴하고, 서울을 수복할 계획으로 성중의 백성들과 내통할 계획을 세웠으나 연천군에서 왜군의 야습을 받아 전사하였다. 심대 장군에게 심한 타격을 입었던 왜군은 장군의 관을 쪼개고 그의 머리를 베어 서울 거리에 전시하였는데, 60일이 지나도 마치 산 사람의 모습과 같았다고 한다. 이 비보가 행재소에 전해지자 선조는 그를 이조 판서에 추증하였고, 뒤에 좌찬성으로 추증한 다음 청원군에 봉하고 충장이라 시호를 내렸다. 1604년(선조37)에 호성공신 2등에 녹훈되었고, 1610년(광해군 2)에 선무원종공신 1등에 책록되면서 다시 영의정에 추증되었고 청원부원군으로 추봉되었다. 묘역은 완장리의 야산에 위치하며 봉분 앞에는 묘비와 상석이 있을 뿐이고, 문인석과 망주석은 훼손되어 없어진 것으로 보인다. 1972년에 경기도 기념물로 지정되었다."
인물,심대,"조선 전기에, 우부승지, 좌부승지, 경기도관찰사 등을 역임한 문신.","본관은 청송. 자는 공망, 호는 서돈. 영의정 심온의 5대손이며, 심미의 증손이다. 할아버지는 심광종이고, 아버지는 경력 심의검이며, 어머니는 우참찬 신광한의 딸이다. 유학으로 1572년(선조 5) 춘당대문과에 을과로 급제, 홍문관에 들어가 정자·박사·수찬을 지내고, 1584년 지평에 이르렀다. 이 때 동서의 붕당이 생기려 하자, 언관으로서 붕당의 폐단을 논하였으며, 이어서 사인·사간을 역임하였다. 1592년 임진왜란이 일어나자 보덕으로서 근왕병 모집에 힘썼다. 그 공로로 왕의 신임을 받아 우부승지·좌부승지를 지내며 승정원에서 왕을 가까이에서 호종하였다. 왜군의 기세가 심해지면서 선조를 호종하여, 평양에서 다시 의주로 수행하였다. 같은 해 9월 권징의 후임으로 경기도관찰사가 되어 서울 수복작전을 계획하였다. 도성민과 내응하며 삭녕에서 때를 기다리던 중, 왜군의 야습을 받아 전사하였다. 왜군은 심대의 수급을 참하여 서울 거리에 전시하였는데, 60일이 지나도 마치 산 사람의 모습과 같았다고 한다. 이조판서에 추증되고, 호성공신에 책록되었으며, 청원군에 봉해졌다. 시호는 충장이다."
인물,심대부,"조선 후기에, 형조좌랑, 예조좌랑, 송화현감 등을 역임한 문신.","본관은 청송. 자는 신숙, 호는 가은·범재. 심광종의 증손으로, 할아버지는 영천군수 심의검이고, 아버지는 경기도 관찰사 심대이다. 어머니는 전라감사 최홍한의 딸이다. 정구의 문인이다. 1613년(광해군 5) 사마시에 합격하여 진사가 되고, 1623년(인조 1) 선행으로 사포서별제에 기용되었으나 나아가지 않았다. 그 뒤 중림찰방을 거쳐, 1630년 봉림대군의 사부가 되었다. 1632년 형조좌랑이 되고, 이듬해 관직에 있으면서 증광문과에 을과로 급제하였다. 이어 예조좌랑을 거쳐 정언이 되었다. 이 때 이미 사사된 인성군의 세 아들이 절도에 위리안치된 것을 왕이 관용을 베풀어 방면하자, 이에 찬성한 것이 화근이 되었다. 반대파의 탄핵으로 보령현감으로 좌천되었으나 취임하지 않았다. 그 뒤 1634년 송화현감이 되었다. 가도에 진을 친 명나라 장수 모문룡의 군사가 여러 고을을 횡행하며 민폐를 끼치자, 이들 대표와 횡포를 금하는 조약을 엄중히 체결하여 민폐 방지에 공헌하였다. 뒤에 서로의 행정이 부패한 데 혐오를 느껴, 한때 사직했다가 다시 복직하였다. 이어 수찬·교리 등에 임명되었으나 모두 사양하고 취임하지 않았다. 1638년에는 또다시 지평에 임명되었으나 사퇴하고 돌아왔다. 그러나 그 해 삼남 지방에 큰 흉년이 들자 삼남도사 겸 진정사를 택정할 때 경상도사로 뽑혔으며, 이어서 수찬·헌납·종부시정을 지냈다. 1643년 성산현감으로 나갔다가 다시 들어와 응교·시강관·필선 등을 역임하였다. 1649년 인조가 죽자, 사간으로서 유계 등과 조자의 묘호를 반대하였다. 이에 왕의 노여움을 사 회양으로 귀양갔다가 1657년에 풀려났다. 이 해에 죽고 사후 신원되었으며, 문경의 소양사에 제향되었다."
인물,심도원,"조선 전기에, 호조참판, 예조참판, 전라관찰사 등을 역임한 문신.","본관은 부유. 할아버지는 심입인이고, 아버지는 심효생이며, 어머니는 심유습의 딸이다. 1396년(태조 5) 생원으로 식년문과에 동진사로 급제한 뒤 집의·좌사간을 거쳐, 이조와 호조의 참의를 지내고 동지총제에 올랐다. 다시 이조·호조·예조의 참판과 경기·강원·전라의 관찰사를 역임했으며, 1428년(세종 10) 정조부사로 명나라에 다녀오고, 이듬해 한성부윤이 되었다. 그 뒤 함길도의 도순찰사·도체찰부사·도순무사를 거쳐, 이조참판으로 진하사가 되어 명나라에 다녀와서 호조판서에 올랐고, 중추원사·함길도순검사를 지냈다. 가난한 선비처럼 처세하여 의복과 음식의 화려함을 숭상하지 않았으며, 마음에 거리낌이 없어서 조금이라도 가슴에 품은 것이 있으면 반드시 다 말하여 숨김이 없었고, 일은 모두 과단성 있게 처리하여 막히는 것이 없었다. 시호는 경숙이다."
인물,심덕부,"고려 후기에, 서해도원수, 문하찬성사, 서경도원수 등을 역임한 문신.","본관은 청송. 자는 득지, 호는 노당 · 허당. 아버지는 전리정랑 심용이다. 고려 충숙왕 복위년 말에 음직으로 사온직장동정에 출사한 이후, 좌우위녹사를 거쳐 1364년(공민왕 13) 수원부의 수령이 되었다. 공민왕 말년에 판위위시사, 우왕 즉위 후 우상시를 거쳐 우왕 원년에 예의판서에 승직되었다. 이어 밀직부사 상의회의도감사와 강계도만호 · 의주부원수 · 서해도원수 등의 요직을 거쳤다. 1378년(우왕 4) 밀직사로 재임하면서 정조사가 되어 명나라에 다녀온 뒤, 지문하부사로서 서해도원수를 겸하여 여러 차례 왜구 토벌에 공을 세웠다. 특히 1380년 도원수 나세와 함께 최무선이 제조한 화포를 처음 실전에 사용하여 큰 승리를 거두었다. 1385년 문하찬성사로서 동북면상원수를 겸하여 이성계와 함께 북청주1 등지에서 동북면에 침투한 왜구를 토벌하는 데 공을 세웠다. 같은 해 겨울에는 하정사로서 명나라에 다녀왔고, 귀국 후에 청성부원군에 봉해졌다. 1388년의 요동주3 출병 때는 서경도원수로서 조민수와 함께 좌군에 속하여 이성계의 위화도회군을 도와주었다. 또한 창왕을 폐하고 공양왕을 세우는 폐가입진에는 이성계 · 정도전 · 정몽주와 더불어 주도적인 구실을 하여 이른바 9공신 중의 한 사람이 되었다. 공양왕 즉위 직후에 문하좌시중 · 경기좌우도 · 평양도통사에 올랐으며, 이듬해 청성군충의백에 봉해졌다. 그러나 같은 해 말, 비어주4에 따른 무고로 인해 일시적으로 황해도 토산에 유배되었다. 그 뒤 1391년(공양왕 3) 다시 문하좌시중에 복직되고, 하정사인 왕세자 왕석의 종사관으로 명나라에 다녀온 뒤 이성계 · 정몽주와 함께 안사공신이 되었다. 1392년 판문하부사로 조선의 개국을 맞아, 1393년(태조 2) 회군공신 1등에 추록되며, 청성백에 봉해졌다. 1397년 판문하부사, 이듬해에 영삼사사를 거쳐, 72세 때인 1399년(정종 1)에 좌정승이 되었다가 이듬해 치사하였다. 심덕부는 고려 말 정치제도의 개혁과 왜구 토벌에 업적을 남겼다. 공양왕 때에 관찰사제를 폐지하고 안렴사제를 부활시킬 것, 제사의 서무를 도당에 직접 보고할 것 등의 개혁을 건의하였다. 조선 개국 후에는 신왕조 건설의 일익을 담당하였다. 1394년에는 신도궁궐조성도감의 판사가 되어, 한양의 궁실과 종묘를 영건하는 일을 총괄하여 신도 건설에 큰 구실을 하였다. 한편, 심덕부에게는 일곱 명의 아들이 있었다. 다섯째 아들인 심온은 세종의 국구주5가 되었으며, 여섯째 아들인 심종은 태조의 부마주6가 되었다. 왕실과의 혼인을 통하여 거족으로 성장하는 기틀이 이로써 이루어졌다. 처음의 시호는 공정이며, 나중에 정안으로 고쳤다."
인물,심동구,"조선 후기에, 종부시정, 응교, 집의 등을 역임한 문신.","본관은 청송. 자는 문징, 호는 청봉. 개국공신 심덕부의 후손이며, 첨정 심자의 증손이다. 할아버지는 목사 심우정이고, 아버지는 판서 심집이며, 어머니는 직제학 홍종록의 딸이다. 1615년(광해군 7) 진사가 되고, 1624년(인조 2) 증광문과에 병과로 급제하였다. 일찍이 당대의 문신 이호민과 오억령으로부터 인정을 받았다. 인조 초 집의로 재직할 때 소북 남이공이 청서의 영수인 김상헌을 탄핵하려 하자, 남이공의 부당함을 상소하고 사직하였다. 4년간 고향에 은거하였다. 1641년 교리로 등용되어 종부시정·응교·집의·사인 등을 역임하였다. 언관재임 때에는 곧은 신하로 이름을 떨쳤고, 병자호란 때에는 절의를 지켰다. 서장관으로 심양에 다녀와서 1644년 사간에 올랐다. 심기원의 모역옥사에 친척으로 연루, 장흥에 유배되었다. 여러 신하들의 신원이 있었으나 십여 년간 금고상태로 있다가 효종 초에 석방, 현종 때 신원되었다. 시종 서인의 입장에 섰으나 언론활동은 공정하였다. 시문을 좋아하여 을 남겼다."
인물,심득원,"조선 후기에, 지평, 사서, 정언 등을 역임한 문신.","본관은 청송. 자는 선장. 심대형의 증손으로, 할아버지는 관찰사 심연이고, 아버지는 목사 심서견이며, 어머니는 황수의 딸이다. 1660년(현종 1) 진사시에 합격하고 문학으로 명성이 알려져, 많은 문사가 교제를 청하였다. 1689년(숙종 15) 증광문과에 을과로 급제, 지평·사서·정언 등을 역임한 후 면천군수로 나갔다. 이 때 큰 흉년이 들자 개인 재산으로 기민을 많이 구제하여 칭송이 있었다. 1694년 갑술옥사에 관련되어 파직되었다. 고향에 돌아와 작은 집을 지어 산의당이라 이름하고, 유유자적하며 학문에 전심하였다. 1706년(숙종 32) 조정에서 장령·필선을 제수하였으나 나아가지 않았다."
인물,심령,"조선 전기에, 예문관검열, 정언, 함경도도사 등을 역임한 문신.","본관은 청송. 자는 천로, 호는 우청. 심순로의 증손으로, 할아버지는 심간이다. 아버지는 현감 심종원이며, 어머니는 정호의 딸이다. 1534년(중종 29) 사마시에 합격하였다. 이어서 1539년 별시문과에 병과로 급제, 예문관검열에 보임되었다. 그 뒤 세자시강원의 설서·사서 등을 역임하였으며, 인종의 교육을 맡아 친분을 두터이 하였다. 1544년 인종이 즉위하자 정언에 발탁되어 국왕의 신임을 받았는데, 심령이 제시한 의견은 거의 채택될 정도였다. 이듬해 인종이 죽고 명종이 어린 나이로 즉위하자 문정왕후가 수렴청정을 하게 되었다. 이에 반대하다가 함경도도사로 좌천되었고, 얼마 후 함경도 벽동으로 유배되었다. 1547년 심령이 명종과 문정왕후를 비방했다고 정언각이 고변함에 따라 의금부로 잡혀와 국문을 받다가 옥중에서 사망하였다."
제도,심률,"조선시대, 형조에 소속된 종8품의 율관.","1466년(세조 12)에 사율원을 율학으로 이름을 고쳐서 형조에 소속시키고 율관을 설치할 때 명률 · 검률 등과 함께 설치되었다. 이때 심률은 종8품직으로, 정원은 2명이었으며, 법률 · 소송 등의 심사를 담당하였다. 형조의 율학청에서 일정 기간 소정의 교육을 이수한 후 율과나 율학취재에 응시하여 합격한 자들이다. 에도 형조 소속의 종8품 관원으로 2원이 제정되었지만, 1506년(연산군 12)에 1원을 혁파하였다. 그러나 숙종 대 편찬된 에는 2명으로 늘어났다가 영조 대에 편찬된 에는 “종8품 심률은 1원 감한다.”라고 하여 정원이 다시 1명으로 줄었다. 정직주1이 아닌 체아직으로, 취재를 통해 1년에 2회, 양도목으로 6월과 12월에 그 성적에 따라 승진 · 출척시키도록 하였다."
인물,심로,"조선 후기에, 수찬, 교리, 집의 등을 역임한 문신.","본관은 풍산. 자는 원직, 호는 죽사·죽계. 서울 출신. 우의정 심수경의 증손으로, 할아버지는 심일장이고, 아버지는 심관이며, 어머니는 나주목사 남유의 딸이다. 1624년(인조 2) 진사시에 합격, 1635년 사과로 재임 중 증광문과에 을과로 급제하였다. 정언으로 있을 때 언관의 체모를 손상시켰다 하여 파직되었다가, 1644년 사은사 김자점의 서장관으로 청나라에 다녀와 장령이 되었다. 이듬해 수찬·교리를 거쳐 1646년 헌납으로 있을 때 소현세자빈 강씨를 변호하다가 인조의 노여움을 사서 남해에 유배되었다. 효종이 즉위하자 연안에 이배되었다가 곧 사면되어 집의가 되었다. 이듬해 사간을 거쳐 1654년(효종 5) 승지가 되었다."
문헌,심리록,조선후기 문신 홍인호 · 홍의호가 영조 말과 정조 연간의 각종 범죄에 대한 심리와 처리에 관해 기록한 판례집.,"32권 16책 또는 불분권 18책. 필사본. 영 · 정조 연간 조선 왕조의 행정 체계가 재정리되는 시기에 고문의 금지 등이 이루어지고 형사 사건 처리도 재정비되던 시대적 분위기에서 이루어진 책이다. 좌승지 홍인호와 동생인 의호가 중심이 되어 편찬하였다. 홍인호는 자신이 맡은 직책상 각종 죄인의 심리와 처리에 대한 기록을 계속 엮어 가고 있었다. 그러던 중 1798년(정조 22) 5월, 내용을 좀더 체계적이고 자세하게 보완해 간행하고 형조 · 한성부 · 4도8도에 반포함으로써 형옥의 처리에 참고하자고 건의하였다. 이어 7월 좌의정 이병모가 그에 대한 찬성의 의견을 밝힘으로써 정조의 최종 결재를 받았다. 이렇게 하여 이 책의 대강이 이루어졌으며, 1799년 그 내용을 교정하자는 의호의 건의에 대해 해당 낭관 및 율관의 도움을 받아 시행하라는 명령이 내려짐으로써 완성된 것으로 보인다. 1801년(순조 1)에 정조대에 편찬된 서적들을 정리할 때 간행하자는 논의도 있었으나 결국 활자로 간행한다는 편찬 초기의 계획은 이루어지지 않고 여러 부의 필사본이 이루어졌을 뿐이다. 이 책은 크게 사건이 연도별로 배열된 것과 지역별 배열이 우선된 것 두 종류가 전해지고 있다. 연도별로 배열한 것이 더 자세한 내용을 담고 있으므로 그것을 먼저 설명한다. 앞부분에 「서례」라 하여 형정에 대한 간단한 일반론과 편찬의 동기, 기술 방식 등을 밝혀 놓았다. 두 번째로 이 책 편찬의 계기가 된 홍인호 등의 계사 등을 수록하였는데, 이 부분이 실려 있지 않은 필사본도 있다. 다음에는 「응행격식」이라 하여 1 · 2차의 검시, 혐의자에 대한 심문, 임금에 대한 보고서의 작성, 판결문 작성 등을 비롯한 제반 절차의 격식을 주1 ·  ·  등에서 정리해 일목요연하게 수록하였다. 그 뒤에 전체 목록을 두어 각 권에 수록된 기록의 해당 연도를 표시하였다. 그리고 각 권의 앞에도 범인의 이름을 딴 사건별 목록을 두었다. 수시로 실무에 참고하기 위한 것이므로 목록을 자세하게 만들어 놓았다. 각 사건의 기록은 임금의 결재가 내려진 시기를 기준으로 연도별로 모아 놓았다. 그리고 같은 연도 안에서는 먼저 서울과 4도의 것을 수록하고, 다음에 경기 · 관동 · 호서 · 호남 · 해서 · 관서 · 관북의 순서로 수록하였다. 또 같은 지역 내에는 서울의 경우에는 4부, 지방의 경우에는 각각 주 · 부 · 군 · 현의 순서로 해당 읍별로 늘어놓았다. 각 사건은 어느 지역의 누구 옥사라는 것을 밝혀 표제를 달았다. 각 사건에 대해서는 먼저 사건의 정황과 경과, 치사 등의 결과에 대한 직접적 원인, 옥사가 성립된 일시 및 과정을 기록해 사건의 개요를 밝혀 놓았다. 대부분 그 안에 상처 · 실인 등의 작은 표제를 붙여 내용을 명확히 하고 있다. 그 뒤에 각 관서의 처리 과정, 중앙에 대한 보고 사항, 형조 등의 보고 및 판단 등의 내용을 기재하고 나서 임금의 결재 내용을 ‘판’이라는 표제 아래 수록하였다. 임금의 판부가 이 책의 중심을 이루고 있으므로 다른 내용은 작은 글씨로 기재하였다. 대개의 옥사가 몇 개월, 심하게는 몇 해에 걸쳐서 진행되었으므로 해당 지방관과 형조, 임금 사이에 오고 간 보고와 건의, 판부주2 및 전교주3가 여러 차례 실려 있는 경우도 있다. 간혹 대신과 중신에게 의견을 묻는 수의를 한 경우에는 역시 각 도나 형조의 보고를 기록한 형식에 따라 신하들의 의견을 기록하였다. 한 사건에 여럿이 처형되거나 여러 차례에 걸쳐 사문이 이루어진 사건과 같은 경우에는 동일한 내용을 반복해 기록하지 않고 참고할 부분을 기재하는데 그치기도 하였다. 정조가 세손으로 있으면서 대리청정하던 해인 1775년(영조 51)부터 1799년까지는 모두 1,850여건의 심리 기록이 수록되어 있다. 이 중 대부분이 살인 사건이나 치사 사건이며, 어보주4 등을 위조한 사건과 전패주5를 훼손한 사건이 간간이 끼어 있을 뿐이다. 사건을 지역별로 먼저 나누어 배열한 책이 담고 있는 사건들은 위의 책과 동일하면서도 편집 방식은 여러 면에서 다르다. 각 책의 첫 장에 대상 죄인의 숫자와, 살옥과 잡범별로 처리의 내용에 대한 숫자가 표기되어 있다. 그리고 각 권마다 죄인의 이름이 목록으로 작성되었고 각 죄인에 대한 처리 결과를 붉은 글씨로 표기하였다. 본문은 각 사건별로 범죄 행위의 주체가 객체에게 행한 행위, 그리고 그 행위의 결과와 그에 대한 원인을 밝힌 제목을 붙이고 처리 과정에 대해 간단히 기술하였다. 그런 다음, 판부라는 표제 밑에 임금의 지시를 적었는데 판부의 내용은 위 책의 ‘판’과 동일하지만 사건의 정황이나 각 관서의 조처는 극도로 축약되어 있다. 1 · 2책에 서울, 3 · 4책에 경기, 5 · 6책에 관동, 7 · 8책에 관서, 9 · 10책에 호남, 11 · 12책에 호서, 13 · 14책에 영남, 15 · 16책에 해서, 17 · 18책에 관북의 사건을 실었다. 이 책은 책의 성격상 정제된 체제에 따라 일목요연하게 기록된 판례집으로서, 일차적으로 전통시대의 형사 사건의 내용과 그에 대한 처리 과정, 그리고 공정한 옥사 처리를 위해 쏟았던 관심이 어떠했는가를 잘 보여주는 자료이다. 또한, 18세기 말 각종 범죄에 반영된 서울과 지방의 사회상의 일단을 생생히 전하고 있어 당시의 사회사를 연구하는데 중요한 자료가 된다. 한편, 사건에 따라 경제적 배경이 중요한 요인이 된 경우도 많아서 조선 후기의 경제적 상황을 이해하는 데에도 도움을 줄 수 있다. 규장각도서 · 장서각도서 등에 있다. 1968년 법제처에서 연도별로 사건을 수록한 규장각의 필사본을 이해에 편하도록 구두점을 찍고 이두의 해설 등을 덧붙여 2책의 활자본으로 간행하였다. 민족문화추진회(한국고전번역원)에서 1998년부터 2006년에 걸쳐 국역서 6권을 펴냈다."
