page,card_index,category,title,href,summary,contents
1,11,사건,가덕도해전(加德島海戰),https://encykorea.aks.ac.kr/Article/E0000076,1597년(선조 30) 6월 19일 수군통제사 원균(元均)이 거느린 조선 수군과 일본 수군이 가덕도근해에서 싸운 해전.,"정유재란이 일어나자 이원익(李元翼)과 권율(權慄)이 원균에게 “후방을 경계하는 동시에 수군을 출전시켜 바다로 침범하는 일본 수군의 길을 막으라.”고 하였는데, 원균은 먼저 육상병력으로 안골포(安骨浦)를 공격하기를 바라면서 자신은 전투에 임하려 하지 않았다.

이에 종사관 남이공(南以恭)이 직접 한산도로 가서 전투에 참여할 것을 재촉하자, 원균은 남이공과 함께 6월 18일 100여 척의 전선을 이끌고 한산도를 출발하여 다음날 안골포로 쳐들어갔다.

이 때 일본 수군들은 해변에 숨어서 대포를 쏘다가 다시 배를 타고 반격하여왔으나, 원균이 거느린 전선들은 이를 물리치고 가덕도방면으로 나아갔는데, 마침 안골포의 일본 수군을 지원하기 위하여 전투태세를 취하고 있던 일본 수군장 시마즈 요시히로[島津義弘]·다카하시 무네마스[高橋統增] 등이 거느린 수군과 맞부딪쳐 싸우다가 크게 패하고, 부산까지 진격하지 못한 채 칠천량(漆川梁)으로 되돌아와서 진을 쳤다.

이 해전에서 평산포 만호 김축(金軸)은 눈 밑에 철환을 맞아 부상하였고, 보성군수 안홍국(安弘國)은 철환을 맞고 전사하였다."
1,12,사건,가도사건(椵島事件),https://encykorea.aks.ac.kr/Article/E0000078,"1621년~1637년, 명나라 장수 모문룡이 가도에 들어와 동강진을 설치한 뒤로 조선 · 명 · 후금 사이에서 벌어진 일련의 사건.","1621년(광해군 13) 3월 후금주1이 명의 심양(瀋陽)과 요양(遼陽)을 점령한 뒤, 해개도(海盖道)에 속하였던 해주위(海州衛) · 개주위(盖州衛) · 복주위(復州衛) · 의주위(義州衛) 등 남사위(南四衛)도 무너졌다. 후금은 일부 군대를 파견하여 압록강을 사이에 두고 조선의 의주부(義州府)와 마주 보고 있던 명의 진강아문(鎭江衙門)마저 함락시켰고, 이로써 조선과 명의 교통로가 단절되었다.

이 사건은 조선에도 큰 여파를 미쳤다. 남사위와 진강아문, 관전보(寬奠堡) 등의 한인들이 후금의 점령에 저항하였기 때문이다. 이때 진강아문의 진대(陳大)라는 인물이 누르하치주2가 관전의 참장(參將)으로 임명한 진요도(陳堯道)를 살해하고 3천 명의 한인을 모아 자위 조직을 구축하였다.

명 조정에서는 이 소식에 고무되어 지원책을 논의하였지만 요동의 제 아문은 하서(河西)의 광녕(廣寧)으로 이동한 상태였고, 산동의 등주(登州)를 통한 해로상의 지원 역시 즉시 이루어지지 못하였다.

남사위와 진강아문, 관전보의 한인 가운데 상당수는 조선으로 도주하였는데, 명에서는 이들을 조선에 두었다가 사태가 안정되면 귀국시킨다는 계획을 세웠다. 그런데 이들 가운데에는 참장 한종공(韓宗功) 등 명나라 장수들도 적지 않아 문제가 되었다.

1621년 5월 누르하치는 이영방(李永芳)과 우르구다이 등을 파견하여 의주부의 옥강(玉江) · 수구(守口) 등지로 진입하여 한인들을 색출, 도륙, 압송하게 했는데, 이로 인해 조선은 심각한 위협을 인지하기 시작하였다.

남사위 등의 요민들이 대거 조선에 입국한 시점에 명은 조선의 전략적 가치를 인지하였으며, 특히 조선의 협력을 이끌어 내기 위해 파견하였던 유홍훈(劉鴻訓) 등이 조선의 배를 타고 안주(安州)로부터 해로를 통해 등주로 귀국한 것을 계기로 산동에 등래순무(登萊巡撫)를 신설하였다.

이는 해로를 통해서 후금의 활동을 저지하는 해방(海防)의 개념과 동시에 운량로(運糧路)를 확보하고, 아울러 요동 대신 산동을 통해서 전략적 가치가 높은 조선과의 연계를 유지하겠다는 의도가 담긴 조처였다.

이 무렵 명은 후금이 광녕을 공격할 것이라 예상하고 방비책을 마련하기 시작하였다. 명의 요동경략(遼東經略) 웅정필(熊廷弼)은 조선과의 연합이 중요하며 또 현실성도 높지만 이를 주관할 만한 인물이 없다면서 요동남로감군도(遼東南路監軍道) 양지원(梁之垣)을 파견하여 주사(舟師)를 거느리고 가게 할 계획을 세웠다.

비슷한 시기에 요동순무 왕화정(王化貞)은 도사(都司) 모문룡(毛文龍)을 파견하여 220여 명을 거느리고 바다를 건너 진강아문을 점령하게 하였다. 모문룡은 조선의 미곶(彌串)을 통해 진입하여 진강아문 일대를 정탐하였고, 현지의 생원 왕일녕(王一寧) 등과 모의한 뒤 휘하의 천총 진충(陳忠)을 파견하여 진강중군 진양책(陳良策)의 내응을 얻어 야습을 감행하였다.

모문룡 일행은 누르하치가 임명한 동양진(佟養眞) 부자를 사로잡고 적과 내통했던 그의 부하 60여 명을 제거한 뒤, 인근의 병사들을 규합하여 위세를 떨쳤다.

이 사건을 진강의 기첩(奇捷)이라고 하며, 이 소식을 접한 명 조정에서는 모문룡을 부총병(副總兵)으로 임명하고 진책 등 앞장선 인물들은 수비(守備)로 임명하였으며 진양책 등도 포상하였다. 아울러 천계제는 조선 국왕 광해군에게 칙서를 내려 심하전역(深河戰役)의 전사자들에게 휼전(恤典) 명목으로 지급할 은을 내주면서 향후 감군 양지원에게 적극 협력할 것을 지시하였다.

모문룡의 진강 탈취는 조선과 명의 교통로를 회복시켰다는 점에서 의미가 있지만, 향후 후금의 공격을 초래할 가능성도 높아졌으므로 조선의 긴장감은 최고조에 달하였다. 누르하치는 즉시 아민(阿敏)을 파견하여 진강을 탈환하였고, 모문룡은 대규모의 한인들과 함께 조선의 경내로 도주하였다. 이때부터 모문룡은 조선의 골칫거리가 되었다.

모문룡은 조선 조정에 협력을 요청하였으며, 현지의 관원들을 선동하였다. 그러나 명 조정의 직접적인 지원이 제한적인 상황에서 그의 역량이 자신의 포부를 실현하기에는 충분했다고 보기 어렵다. 이러한 점은 1621년 12월, 모문룡을 잡기 위해 출동한 후금의 아민이 조선에 재차 들어온 ‘임반의 변’이라는 사건을 통해서 노출되었다.

후금의 군대는 500~600명에 달하는 한인들을 현장에서 도륙하고 그보다 많은 포로를 확보하였다. 모문룡은 급히 병화를 피해 조선의 내지로 진입하여 청천강 인근의 안주까지 들어와 의탁하였다. 이 사건을 계기로 광해군은 모문룡에게 해도(海島)로 들어갈 것을 종용하여 관철시켰다. 이는 모문룡의 신변을 보호하기 위한 조처이기도 하였지만 그를 잡기 위해 후금 군대가 재차 거사할 것을 우려한 것이기도 하였다.

1622년(광해군 14) 6월 명 조정은 부총병 모문룡을 총병관으로 승진시키고, 평료(平遼)라는 명칭을 붙여 주었다. 평료총병관 모문룡에게는 요동과 산동에 인접한 지역의 섬들을 통제하고 아울러 조선과의 협력 체제를 구축하여 후금을 견제하게 하라는 임무가 부여되었다. 모문룡이 가도를 거점으로 삼게 되면서 그를 구심점으로 하는 동강진은 예전의 진강아문을 대신하여 등래순무와의 연결고리가 되었다.

조선은 동강진을 통해서 산동으로 진입하는 해로를 사용하여 명과 교통하였으며, 다시 산동과 천진을 거쳐 북경을 드나들었다. 동강진이 조명 관계의 매개로 작용하게 되자 평료총병 모문룡의 권위는 신장되었으며 이는 결과적으로 조선에 막대한 부담을 초래하였다. 광해군은 시종 그에 대한 불신감을 감추지 못하였고, 반정(反正)을 통해 집권한 인조 역시도 크게 다르지 않았다.

인조는 반정 직후 모문룡과의 전심 협력을 누차 다짐하였다. 그는 이 점을 광해군과의 차별성으로 내세웠으며, 도원수(都元帥) 장만(張晩)과 부원수(副元帥) 이괄(李适)로 하여금 그의 지시에 따르도록 지시하였다. 그렇다고 인조 정권이 광해군 대와 달리 모문룡을 깊이 신뢰한 것은 아니었으며, 오히려 모문룡이 내실을 기하기보다는 허장성세를 늘어놓는 인물이라고 평가하고 있었다.

반정 직후 인조 정권이 그에게 적극 협조한 사실은 명 황제의 국왕 책봉을 성사시키는 데 있어 그의 입김이 그만큼 컸음을 보여 주는 것일 뿐이었다. 실제로 1624년(인조 2) 이괄이 대대적인 반란을 일으켰을 때, 모문룡은 전혀 협조하지 않았고 그 이후에도 내실 있는 행동을 보여 주지 못하였다. 1626년(인조 4)에는 후금과의 사신 교류가 여러 차례 목격되면서, 조선 조정의 불신이 더욱 깊어졌다.

정묘호란이 발발했을 때에도 모문룡은 후금군과의 전투를 회피할 뿐이었고, 조선과 후금이 화친하게 되자 도리어 청천강 이북의 조선인에 대한 약탈을 거듭 자행함으로써 공분을 자아냈다. 이렇듯 정묘호란을 전후한 시기 조선과 동강진은 후금을 견제한다는 목표하의 군사 공조를 추구하였으나, 실상은 상호 불신으로 가득하였고 이는 정묘호란을 통해서 노골적으로 표출되었다.

정묘호란 이후 모문룡은 독자적인 세력으로 탈피하려는 행각을 벌여 조선과 명 모두에게 부담을 안겨 주었다. 1629년(인조 7) 6월, 독수(督師) 원숭환(袁崇煥)에게 소환되어 쌍도(雙島)에서 주살되었다.

죄목은 전공의 과장, 도를 넘은 군량 요청, 영원성 전투(1626) 당시 협조하지 않은 것 등 군사적 실효성에 대한 의문, 조선에 대한 과도한 수탈 등이었다. 이러한 죄목은 동강진이 조선과 명의 연결고리로 존재하면서도 현실적인 군사 공조를 오히려 저해하고 있었음을 보여 준다.

모문룡의 사후 동강진의 경영은 중군(中軍)인 부총병 진계성(陳繼盛)에게 맡겨졌다. 그러나 진계성 외에도 모승조(毛承祚), 서부주(徐敷奏), 유흥조(劉興祚) 등 총 4인이 병력을 나누어 관장하였고, 실질적인 영향력은 유흥조가 장악하고 있었다.

유흥조가 후금과의 싸움에서 전사한 뒤로는 그의 동생인 유흥치(劉興治) 등이 그를 이었다. 1630년(인조 8) 4월, 유흥치가 진계성을 살해하고 동강진의 실권을 거머쥐게 되자, 조선에서는 이 사건을 정변으로 규정하고 정벌을 천명하였다.

조선은 이를 통해 세 가지를 노렸다. 하나는 조선에 대한 약탈을 서슴지 않는 동강진 자체의 위협 제거였고, 다른 하나는 후금에 대한 실력 과시였으며, 마지막은 그의 반란을 토벌한다는 명목으로 명 황제에 대한 충성심을 드러내고 이를 통해 후금과 화친하여야 했던 ‘과오’를 씻으려는 것이었다. 조선군은 총융사(摠戎使) 이서(李曙)가 육군을, 부원수 정충신(鄭忠信)이 수군을 거느리고 가도를 비롯한 인근의 섬들을 위협하면서 작전을 전개하였다.

이 작전에 대해서는 내부적으로도 이견이 많았는데, 동강진이 공식적으로 명의 군진이라는 점 때문이었다. 따라서 조선은 유흥치가 주장을 죽이고 권력을 탈취한 반장(叛將)임을 거듭 강조하였다. 결과적으로는 별다른 전투 없이 조선군이 해산하는 것으로 마무리되었는데, 이는 유흥치가 섬을 떠나 있었기 때문이기도 하고 명에서 그의 행동을 묵인했기 때문이기도 하다.

명은 금주(錦州) 참장(參將) 황룡(黃龍)으로 하여금 동강진을 관할하게 했지만, 가도 인근의 섬까지는 영향력을 미치지 못하였고 유흥치와 그의 형제들은 자체적으로 후금과 교섭을 벌였다.

1631년(인조 9) 3월, 후금과의 교섭에 불만을 품은 장도(張燾)와 심세괴(沈世魁)가 유흥치 형제들을 살해하였다. 결국 동강진을 관장하던 황룡이 직접 가도에 와서 머물게 되었으나, 재물에 대한 탐욕을 부리다가 심세괴에 의해 구금되는 사태가 벌어졌다. 병변(兵變) 소식에 놀란 조선 조정은 즉각 물적 지원을 중단하겠다고 압박하였고, 결국 심세괴는 관련자 몇 명을 처벌하고 황룡에게 권한을 다시 이양하였다.

이 무렵 동강진은 물론, 조선과 명 · 청에 심대한 영향을 미친 사건이 발생하였다. 산동 지역에서 이른바 ‘오교병변(吳橋兵變)’이 일어난 것이다. 공유덕(孔有德)과 경중명(耿仲明)이 군대를 이끌고 산동으로 갔다가 현지의 군사들과 충돌하고, 다시 반란을 일으켜 등주와 내주를 장악한 사건이다. 이들은 한동안 산동성에 거점을 마련하였으나 곧 축출되고 1633년(인조 11) 후금에 투항하게 된다.

1632년(인조 10) 가도에 주둔하던 황룡은 이 사건을 진압하기 위해 여순(旅順)으로 가서 상가희(尙可喜) 등과 진압 작전을 벌였는데, 이듬해 후금군을 이끌고 온 공유덕과 전투를 벌이다 여순에서 전사하고 말았다. 1634년(인조 12)에는 상가희마저 공유덕의 권유로 후금에 투항하게 되자, 동강진은 후금에 대한 견제력을 잃었으며 심세괴가 지키고 있던 가도 인근을 제외한 대부분의 거점을 상실하게 되었다.

황룡이 전사한 뒤, 가도 일대로 축소된 동강진은 부총병 심세괴가 관장하였다. 동강진의 영향력은 몹시 약화되었지만, 이 시기에 조선과의 관계는 회복되는 추세였다. 후금 역시 동강진의 세력 대부분을 흡수한 상황에서 가도를 크게 신경 쓰지 않았다.

심세괴는 누차 후금에 대한 강경책을 개진하여 조선을 난처하게 했으나 실행에 옮길 만한 능력을 가지고 있지 않았다. 이 시기에 가도는 사실상 조선에 기생하다시피 하였고, 후금의 배후를 공략한다는 취지는 유지할 수 없었다.

1637년(인조 15) 2월, 병자호란(丙子胡亂)으로 조선이 청에 신속(臣屬)하게 되자 가도는 위험에 빠졌다. 그해 4월 평안병사 유림(柳琳)이 이끄는 조선 수군과 마푸타가 거느린 청군이 연합하여 가도를 공격하였다. 조선과 청의 연합군은 격전 끝에 가도를 함락하고 심세괴를 붙잡아 주살하였다. 이로써 조선과 명의 관계는 의례적인 측면은 물론 현실적인 접점에 있어서도 단절되었다.

가도는 요동아문의 축소 이후, 조선과 명의 중개지이자 후금의 배후를 견제하는 전략적 역할을 했던 동강진의 주요 도서였고, 따라서 가도의 함락은 조선과 명의 단절을 상징하는 사건이기도 하였다.

가도사건은 조선과 명, 후금의 복잡한 관계를 압축적으로 보여 준다. 새로이 왕성해지던 후금의 위협으로 인해 변질된 조명 관계, 새로 수립되는 조청 관계의 일단면을 살펴볼 수 있으며 그중에서도 의례(儀禮)의 이면에서 전개된 현실적인 외교를 살펴볼 수 있다.

모문룡에 의한 동강진의 설치는 후금이 요동을 점령하여 요동아문이 후퇴하면서 새로이 조선과의 중개를 담당하였고, 시대적 상황에 따라 군사 공조의 성격이 강하였다.

가도를 중심으로 펼쳐진 일련의 사건에서 조선과 명은 협력보다는 갈등을 빚었는데, 이는 후금의 세력 및 영향력 확대와도 불가분의 관계에 있었다. 병자호란을 통해 조선이 명과의 의례적 관계를 단절하였다면, 불과 2개월 뒤에는 군대를 파견하여 청나라의 군사들과 함께 가도를 함락하게 됨으로써 현실적인 관계에도 종언을 고하게 된다."
1,14,사건,가례원류시말(家禮源流始末),https://encykorea.aks.ac.kr/Article/E0000119,1715년(숙종 41)에 『가례원류(家禮源流)』가 간행되자 그 내용을 둘러싸고 벌어진 소론과 노론 사이의 정쟁.,"일찍이 효종 때 유계(兪棨)가 주자의 『가례』에 단마다 해석을 붙여 『가례원류』를 편찬했으나 미처 간행하지 못하고 죽었다.

그 뒤 80년이 지나 1713년(숙종 39)에 당시 좌의정 이이명(李頤命)이 간행되어야 할 필요성을 제기하고, 또 저자의 손자인 유상기(兪相基)가 용담현령(龍潭縣令)으로 있으면서 간행하려 했으나, 재력이 부족하여 이 실정을 왕에게 고하고 책의 간행을 위해 관찰사에게 물력을 지원해줄 것을 요청, 왕의 허락를 받았다.

그리하여 1715년 권상하(權尙夏)의 서문과 정호(鄭澔)의 발문을 추가하여 출간되었다. 책이 출간되자 정호의 발문 가운데 소론 윤증(尹拯)이 스승 송시열(宋時烈)을 등지고 당쟁을 조장했다는 내용이 들어 있어 정계에 파문을 크게 일으켰다.

유계와 윤증의 아버지 윤선거(尹宣擧)는 송시열과 더불어 교분이 두터운 사이로 서인의 맥을 이루고 있었으며, 더욱이 윤증은 유계 · 송시열 두 사람의 문하생이었다.

그런데 1673년 윤증으로부터 윤선거의 묘갈명을 부탁받은 송시열이 일찍이 윤선거가 학문적으로 그와 대립하던 윤휴(尹鑴)와 절교하지 않았던 점에 불만, 자신의 글이 아닌 박세채(朴世采)의 행장을 그대로 인용한 뒤 야유하는 뜻의 글을 지어주었다.

이에 그것을 불쾌하게 여긴 윤증은 스승 송시열의 학덕에 회의를 느끼게 되었다. 특히, 1681년 송시열의 학문과 덕행에 결함이 있다는 내용의 서신이 송시열에게 전해져 양인 사이의 감정은 갈수록 날카로워졌다.

그리하여 실각한 남인의 처벌을 둘러싸고 윤증을 영수로 하는 온건론자와 송시열을 영수로 하는 강경론자로 갈라져, 1683년에 마침내 서인은 소론과 노론으로 분당되었다( 회니시비).

그러한 배경 아래서 책이 출간되자 윤증의 아들 윤행교(尹行敎)는 유계가 책의 저자인 점에 이의를 제기, 그의 할아버지 윤선거와 공저임을 주장하였다. 그리고 정호의 발문에 격분한 소론 측은 노론을 공박, 노론과 소론 사이의 정쟁으로 비화하였다.

소론측의 전라도 유생 유규(柳奎)는 서문과 발문의 삭제를 요구했으며, 노론측의 대사간 이관명(李觀命)과 수찬 어유구(魚有龜)는 유규를 배척하고 정호를 비호하는 소를 올렸다. 『가례원류』의 출간과 더불어 시작된 노론과 소론 사이의 정쟁은 숙종이 정호를 파직시키고 유상기를 나주에 유배시키는 것으로 일단락 되는 듯 하였다.

이듬해 윤선거의 문집 『노서유고(魯西遺稿)』가 간행되자, 그 내용 가운데 효종에 대한 불손한 언사가 발견됨에 따라 책은 훼판되고, 윤선거 부자의 관직을 추탈했으며, 정호는 대사헌에, 유상기는 유배에서 풀려나 감찰에 각각 복직되었다. →가례원류"
4,4,인물,감경인(甘景仁),https://encykorea.aks.ac.kr/Article/E0000689,"조선시대 때, 여도만호, 내금위, 정략장군 등을 역임한 무신.","본관은 회산(檜山). 자는 여일(汝一), 호는 관술정(觀術亭). 아버지는 감예종(甘禮從)이며, 어머니는 반남박씨(潘南朴氏)로 박종(朴宗)의 딸이다. 창원에서 태어났다.

1588년(선조 21) 무과에 급제주1하였고, 1592년 임진왜란이 일어나자 동생 감경륜(甘景倫)과 함께 이순신의 진영에 달려가 공을 세워 여도만호(呂島萬戶)가 되었다. 이어 내금위(內禁衛) · 정략장군(定略將軍)이 되고, 원종공신의 적에 올랐다.

1606년 전계신(全繼信) 등과 함께 대마도에 파견되어 1년간 머물면서 도주(島主) 소 요시토시[宗義智]와 교섭주2하여 그들의 국서를 고치게 하고, 두 명의 왕릉범(王陵犯)과 다치바나 도모마사[橘智正]을 잡아오는 한편, 잡혀간 포로 150여 명을 데리고 오는 등 전후 수습에 힘썼다.

죽은 뒤 충훈부로부터 삼렬(三烈)이라는 사호(祠號)를 받고, 삼렬사에 봉안되었다.

저서로는 『삼렬당문집(三烈堂文集)』이 있다."
5,18,사건,갑술환국(甲戌換局),https://encykorea.aks.ac.kr/Article/E0000919,"1694년(숙종 20) 기사환국으로 집권한 남인이 물러나고, 소론과 노론이 다시 장악한 정국(政局).","‘갑술옥사(甲戌獄事)’ 또는 ‘갑술경화(甲戌更化)’라고도 한다.

1694년에 노론계의 김춘택(金春澤)과 소론계의 한중혁(韓重赫) 등이 폐비 민씨의 복위 운동을 전개하였다. 그러자, 실권을 쥐고 있던 남인계의 민암(閔黯) · 이의징(李義徵) 등이 민씨복위 운동의 주동자들을 심문, 그 사실을 숙종에게 보고하려 하였다. 그러나 폐비 사건을 차츰 후회하게 된 숙종은 오히려 기사환국 당시 국문을 주관한 민암과 판의금부사 유명현(柳命賢) 등을 귀양보냈다. 그리고 훈련대장과 어영대장에 신여철(申汝哲) · 윤지완(尹趾完) 등 소론계 인사를 등용, 정국을 변화시켰다.

그렇게 시작된 환국주1 도모는 대체로 두 방향에서 추구되었다. 하나는 한중혁의 소론 쪽이 집권 남인측의 막후실력자인 총융사이자, 왕비 장씨의 친오빠인 장희재(張希載)와 동평군(東平君) 이항(李杭)에게 뇌물을 쓸 것을 계획한 것이다. 그것은 ‘폐비 민씨를 복위시키되 별궁주2에 거처하도록 하게 한다.’는 방침에서 나온 것이었다. 즉, 남인계와 정면으로 맞서기보다는 세력을 잃은 노론과 소론의 진출을 어느 정도 만회하려는 것이 목적이었다.

다른 하나는 남인과 왕비 장씨에 대한 숙종의 편향심을 돌리게 하여 남인에 대한 부정적 인식을 확산시키는데 있었다. 그들은 기사환국 이후 새로이 왕의 사랑을 받게 된 숙빈 최씨(淑嬪崔氏)와주3 연결을 가져, 숙종에게 남인계의 잘못된 점을 자세히 알릴 수 있었다. 이 때문에 숙종은 민암 등 남인의 보고를 받기 전에 태도를 돌변하였다. 이 사건을 계기로 숙종은 남인을 물리치고 남구만(南九萬)을 영의정, 박세채(朴世采)를 좌의정, 윤지완을 우의정에 각각 기용, 소론 정권을 성립시키게 되었다.

노론측도 폐비 민씨가 복위된 것을 비롯, 송시열(宋時烈) · 민정중(閔鼎重) · 김익훈(金益勳) · 김수흥(金壽興) · 조사석(趙師錫) · 김수항(金壽恒) 등이 복관되는 등 기사환국 이전의 상태가 되었다. 반면, 남인측은 민암 · 이의징이 사사되고, 권대운(權大運) · 목내선(睦來善) · 김덕원(金德遠) · 민종도(閔宗道) · 이현일(李玄逸) · 장희재 등 다수가 유배되었다. 그리고 왕비 장씨마저도 희빈(嬉嬪)으로 강등되었다. 이 사건으로 세력을 잃은 남인계는 그 뒤 이를 만회하지 못하였다.

한편 이 사건의 뒤처리 결과, 환국 계획에 중인 · 상인층의 자금이 뇌물수수로 이용된 것이 밝혀져 국왕이나 조정의 큰 논란거리가 되었다. 그런데 이와 같은 사실은 이미 사회 경제의 변동으로 중앙 정치의 양상이 달라지고 있음을 보여주는 것이다."
6,0,사건,갑인예송(甲寅禮訟),https://encykorea.aks.ac.kr/Article/E0076449,1674년(현종 15) 효종 왕비 인선왕후의 국상에 자의대비가 입을 상복을 두고 일어난 예송 사건.,"갑인예송(甲寅禮訟)은 1674년(현종 15) 2월 효종(孝宗)의 왕비 인선왕후(仁宣王后)의 국상이 일어나자, 시어머니 자의대비(慈懿大妃, 趙大妃)가 입을 상복을 두고 일어난 예송(禮訟)주1 사건이다. 일명, ‘제2차 예송’이라고도 한다.

초상 직후 정권을 잡고 있던 서인들은 대공복주2으로 결정하였으나, 7월 6일 남인계의 대구 유생 도신징이 상소하여 기년복주3의 복제(服制)의 오류를 지적하였다. 이에 현종은 조정의 대신과 중신들을 불러 대공복으로 정한 이유를 추궁하고 재검토할 것을 지시하였다.

서인들은 송시열의 ‘체이부정’ 논리에 따라 계속 대공복을 주장하였으나, 현종은 기해예송에서 장자와 차자를 구분하지 않는 ‘국제 기년설’을 채택했음을 이유로 7월 15일 복제를 기년복으로 개정하고 서인 중심인물들을 처벌하였다.

그해 8월에 현종이 죽고 숙종이 즉위하자, 서인들을 대거 축출하고 남인들을 등용하여 인조반정 이후 50여 년 만에 정국이 개편되었다.

갑인예송은 기해예송의 재판으로서, 그 핵심은 인선왕후가 인조의 장자부로 볼 것인가, 중자부(衆子婦)로 볼 것인가 하는 문제였다. 기해예송에서 공식적으로 채택된 것은 효종의 장자와 차자의 지위를 구분하지 않는 정태화의 ‘국제 기년복’이었다.

그러나 『경국대전』에는 장자와 차자에 대한 상복은 구분하지 않았지만, 장자부와 중자부에 대하여는 각기 기년복과 대공복으로 구분하고 있었다. 당시 서인들은 기해예송에서 기년복이 채택되었으므로 인선왕후를 중자부로 인식하여 대공복을 주장하였다. 그러나 도신징은 기해예송에서 효종을 중자로 간주한 적이 없다는 것을 지적하여 대공설을 비판하였다.

갑인예송은 도신징이 문제를 제기하였지만, 그해 7월의 복제 논란은 서인 고관들과 국왕 현종 사이에서 진행되었다. 현종의 뒤에는 외척 김석주(金錫冑)가 이론적으로 뒷받침하였고 제1차 예송의 주역들인 남인들,즉 허목(許穆) · 윤휴(尹鑴) · 윤선도(尹善道) · 권시(權諰) 등은 전혀 이 예송에 참여하지 않았다.

1674년(현종 15) 2월, 인선왕후의 초상 직후에 정권을 잡고 있던 서인들은 자의대비의 복제를 대공복(大功服)으로 결정하였다. 이는 송시열의 ‘체이부정(體而不正: 대통을 계승하였더라도 적장자가 아니면 삼년복을 입지 않음)’ 논리를 반영하여 인선왕후를 인조의 중자부로 본 것이었다.

그해 7월 6일 남인계의 대구 유생 도신징(都愼徵)이 상소하여 기년복의 오류를 지적하였다. 그 요지는 기해예송에서 효종을 중자로 간주한 적이 없었다는 것이다. 이에 현종은 조정의 대신과 중신들을 불러 대공복으로 정한 이유를 추궁하고 재검토할 것을 지시하였다. 그래서 왕과 서인들 간에는 네 차례의 논쟁이 왕복되었다.

그러나 서인들은 자신들의 입장을 바꿀 수 없었으므로 계속 대공복을 주장하였다. 이에 현종은 기해예송에서 장자와 차자를 구분하지 않는 ‘국제 기년설(‘國制朞年說)’을 채택했음을 이유로 7월 15일 복제를 기년복으로 개정하고, 서인 중요 인물들을 송시열에게 빌붙은 죄로 처벌하였다.

현종은 효종의 종통을 비하하는 대공복의 논리에 분노하여 복제를 개정하고 서인 당로자들을 처벌하였다. 현종은 갑인예송의 복제를 개정한지 한 달여 만인 1674년(현종 15) 8월에 갑자기 승하하였다. 나이 14살에 즉위한 숙종은 현종의 장례를 마친 후, 과감히 서인들을 조정에서 축출하고 남인들을 등용하여 정국을 개편하였다.

갑인예송은 그 내용과 성격에 있어서 기해예송의 재판이었고, 남인 도신징에 의해 촉발되었지만, 실제의 복제 논쟁은 현종과 서인 조신들 간 사이에서 이루어졌다. 남인은 복제의 오례(誤禮)와 종통을 문란시킨 죄를 물어 송시열과 김수흥(金壽興) 등 서인의 핵심 인사들을 탄핵하여 유배 보냈고, 이 때문에 당쟁이 더욱 치열하게 되었다. 갑인예송은 인조반정 이후 50여 년 만에 서인 남인 간의 정권 교체를 가져왔다."
